CODIGO;NOMBRE 
34063;Cordovilla la Real
34066;Cubillas de Cerrato
34067;Dehesa de Montejo
34068;Dehesa de Romanos
34069;Dueñas
34070;Espinosa de Cerrato
34071;Espinosa de Villagonzalo
34072;Frechilla
34073;Fresno del Río
34074;Frómista
34076;Fuentes de Nava
34077;Fuentes de Valdepero
34079;Grijota
34080;Guardo
34081;Guaza de Campos
34082;Hérmedes de Cerrato
34083;Herrera de Pisuerga
34084;Herrera de Valdecañas
34086;Hontoria de Cerrato
34087;Hornillos de Cerrato
34088;Husillos
34089;Itero de la Vega
34091;Lagartos
34092;Lantadilla
34094;Ledigos
34903;Loma de Ucieza
34096;Lomas
34098;Magaz de Pisuerga
34099;Manquillos
34100;Mantinos
34101;Marcilla de Campos
34102;Mazariegos
34103;Mazuecos de Valdeginate
34104;Melgar de Yuso
34106;Meneses de Campos
34107;Micieces de Ojeda
34108;Monzón de Campos
34109;Moratinos
34110;Mudá
34112;Nogal de las Huertas
34113;Olea de Boedo
34114;Olmos de Ojeda
34116;Osornillo
34901;Osorno la Mayor
34120;Palencia
34121;Palenzuela
34122;Páramo de Boedo
34123;Paredes de Nava
34124;Payo de Ojeda
34125;Pedraza de Campos
34126;Pedrosa de la Vega
34127;Perales
34904;Pernía, La
34129;Pino del Río
34130;Piña de Campos
34131;Población de Arroyo
34132;Población de Campos
34133;Población de Cerrato
34134;Polentinos
34135;Pomar de Valdivia
34136;Poza de la Vega
34137;Pozo de Urama
34139;Prádanos de Ojeda
34140;Puebla de Valdavia, La
34141;Quintana del Puente
34143;Quintanilla de Onsoña
34146;Reinoso de Cerrato
34147;Renedo de la Vega
34149;Requena de Campos
34151;Respenda de la Peña
34152;Revenga de Campos
34154;Revilla de Collazos
34155;Ribas de Campos
34156;Riberos de la Cueza
34157;Saldaña
34158;Salinas de Pisuerga
34159;San Cebrián de Campos
34160;San Cebrián de Mudá
34161;San Cristóbal de Boedo
34163;San Mamés de Campos
34165;San Román de la Cuba
34167;Santa Cecilia del Alcor
34168;Santa Cruz de Boedo
34169;Santervás de la Vega
34170;Santibáñez de Ecla
34171;Santibáñez de la Peña
34174;Santoyo
34175;Serna, La
34177;Soto de Cerrato
34176;Sotobañado y Priorato
34178;Tabanera de Cerrato
34179;Tabanera de Valdavia
34180;Támara de Campos
34181;Tariego de Cerrato
34182;Torquemada
34184;Torremormojón
34185;Triollo
34186;Valbuena de Pisuerga
34189;Valdeolmillos
34190;Valderrábano
34192;Valde-Ucieza
34196;Valle de Cerrato
34902;Valle del Retortillo
34199;Velilla del Río Carrión
34023;Venta de Baños
34201;Vertavillo
34093;Vid de Ojeda, La
34202;Villabasta de Valdavia
34204;Villacidaler
34205;Villaconancio
34206;Villada
34208;Villaeles de Valdavia
34210;Villahán
34211;Villaherreros
34213;Villalaco
34214;Villalba de Guardo
34215;Villalcázar de Sirga
34216;Villalcón
34217;Villalobón
34218;Villaluenga de la Vega
34220;Villamartín de Campos
34221;Villamediana
34222;Villameriel
34223;Villamoronta
34224;Villamuera de la Cueza
34225;Villamuriel de Cerrato
34227;Villanueva del Rebollar
34228;Villanuño de Valdavia
34229;Villaprovedo
34230;Villarmentero de Campos
34231;Villarrabé
34232;Villarramiel
34233;Villasarracino
34234;Villasila de Valdavia
34236;Villaturde
34237;Villaumbrales
34238;Villaviudas
34240;Villerías de Campos
34241;Villodre
34242;Villodrigo
34243;Villoldo
34245;Villota del Páramo
34246;Villovieco
35001;Agaete
35002;Agüimes
35020;Aldea de San Nicolás, La
35003;Antigua
35004;Arrecife
35005;Artenara
35006;Arucas
35007;Betancuria
35008;Firgas
35009;Gáldar
35010;Haría
35011;Ingenio
35012;Mogán
35013;Moya
35014;Oliva, La
35015;Pájara
35016;Palmas de Gran Canaria, Las
35017;Puerto del Rosario
35018;San Bartolomé
35019;San Bartolomé de Tirajana
35021;Santa Brígida
35022;Santa Lucía de Tirajana
35023;Santa María de Guía de Gran Canaria
35024;Teguise
35025;Tejeda
35026;Telde
35027;Teror
35028;Tías
35029;Tinajo
35030;Tuineje
35032;Valleseco
35031;Valsequillo de Gran Canaria
35033;Vega de San Mateo
35034;Yaiza
36020;Agolada
36001;Arbo
36003;Baiona
36002;Barro
36004;Bueu
36005;Caldas de Reis
36006;Cambados
36007;Campo Lameiro
36008;Cangas
36009;Cañiza, A
36010;Catoira
36902;Cerdedo-Cotobade
36013;Covelo
36014;Crecente
36015;Cuntis
36016;Dozón
36017;Estrada, A
36018;Forcarei
36019;Fornelos de Montes
36021;Gondomar
36022;Grove, O
36023;Guarda, A
36901;Illa de Arousa, A
36024;Lalín
36025;Lama, A
36026;Marín
36027;Meaño
36028;Meis
36029;Moaña
36030;Mondariz
36031;Mondariz-Balneario
36032;Moraña
36033;Mos
36034;Neves, As
36035;Nigrán
36036;Oia
36037;Pazos de Borbén
36041;Poio
36043;Ponte Caldelas
36042;Ponteareas
36044;Pontecesures
36038;Pontevedra
36039;Porriño, O
36040;Portas
36045;Redondela
36046;Ribadumia
36047;Rodeiro
36048;Rosal, O
36049;Salceda de Caselas
36050;Salvaterra de Miño
36051;Sanxenxo
36052;Silleda
36053;Soutomaior
36054;Tomiño
36055;Tui
36056;Valga
36057;Vigo
36059;Vila de Cruces
36058;Vilaboa
36060;Vilagarcía de Arousa
36061;Vilanova de Arousa
37001;Abusejo
37002;Agallas
37003;Ahigal de los Aceiteros
37004;Ahigal de Villarino
37005;Alameda de Gardón, La
37006;Alamedilla, La
37007;Alaraz
37008;Alba de Tormes
37009;Alba de Yeltes
37010;Alberca, La
37011;Alberguería de Argañán, La
37012;Alconada
37015;Aldea del Obispo
37013;Aldeacipreste
37014;Aldeadávila de la Ribera
37016;Aldealengua
37017;Aldeanueva de Figueroa
37018;Aldeanueva de la Sierra
37019;Aldearrodrigo
37020;Aldearrubia
37021;Aldeaseca de Alba
37022;Aldeaseca de la Frontera
37023;Aldeatejada
37024;Aldeavieja de Tormes
37025;Aldehuela de la Bóveda
37026;Aldehuela de Yeltes
37027;Almenara de Tormes
37028;Almendra
37029;Anaya de Alba
37030;Añover de Tormes
37031;Arabayona de Mógica
37032;Arapiles
37033;Arcediano
37034;Arco, El
37035;Armenteros
37037;Atalaya, La
37038;Babilafuente
37039;Bañobárez
37040;Barbadillo
37041;Barbalos
37042;Barceo
37044;Barruecopardo
37045;Bastida, La
37046;Béjar
37047;Beleña
37049;Bermellar
37050;Berrocal de Huebra
37051;Berrocal de Salvatierra
37052;Boada
37054;Bodón, El
37055;Bogajo
37056;Bouza, La
37057;Bóveda del Río Almar
37058;Brincones
37059;Buenamadre
37060;Buenavista
37061;Cabaco, El
37063;Cabeza de Béjar, La
37065;Cabeza del Caballo
37062;Cabezabellosa de la Calzada
37067;Cabrerizos
37068;Cabrillas
37069;Calvarrasa de Abajo
37070;Calvarrasa de Arriba
37071;Calzada de Béjar, La
37072;Calzada de Don Diego
37073;Calzada de Valdunciel
37074;Campillo de Azaba
37077;Campo de Peñaranda, El
37078;Candelario
37079;Canillas de Abajo
37080;Cantagallo
37081;Cantalapiedra
37082;Cantalpino
37083;Cantaracillo
37085;Carbajosa de la Sagrada
37086;Carpio de Azaba
37087;Carrascal de Barregas
37088;Carrascal del Obispo
37089;Casafranca
37090;Casas del Conde, Las
37091;Casillas de Flores
37092;Castellanos de Moriscos
37185;Castellanos de Villiquera
37096;Castillejo de Martín Viejo
37097;Castraz
37098;Cepeda
37099;Cereceda de la Sierra
37100;Cerezal de Peñahorcada
37101;Cerralbo
37102;Cerro, El
37103;Cespedosa de Tormes
37114;Chagarcía Medianero
37104;Cilleros de la Bastida
37106;Cipérez
37107;Ciudad Rodrigo
37108;Coca de Alba
37109;Colmenar de Montemayor
37110;Cordovilla
37112;Cristóbal
37113;Cubo de Don Sancho, El
37115;Dios le Guarde
37116;Doñinos de Ledesma
37117;Doñinos de Salamanca
37118;Éjeme
37120;Encina de San Silvestre
37119;Encina, La
37121;Encinas de Abajo
37122;Encinas de Arriba
37123;Encinasola de los Comendadores
37124;Endrinal
37125;Escurial de la Sierra
37126;Espadaña
37127;Espeja
37128;Espino de la Orbada
37129;Florida de Liébana
37130;Forfoleda
37131;Frades de la Sierra
37132;Fregeneda, La
37133;Fresnedoso
37134;Fresno Alhándiga
37135;Fuente de San Esteban, La
37136;Fuenteguinaldo
37137;Fuenteliante
37138;Fuenterroble de Salvatierra
37139;Fuentes de Béjar
37140;Fuentes de Oñoro
37141;Gajates
37142;Galindo y Perahuy
37143;Galinduste
37144;Galisancho
37145;Gallegos de Argañán
37146;Gallegos de Solmirón
37147;Garcibuey
37148;Garcihernández
37149;Garcirrey
37150;Gejuelo del Barro
37151;Golpejas
37152;Gomecello
37154;Guadramiro
37155;Guijo de Ávila
37156;Guijuelo
37157;Herguijuela de Ciudad Rodrigo
37158;Herguijuela de la Sierra
37159;Herguijuela del Campo
37160;Hinojosa de Duero
37161;Horcajo de Montemayor
37162;Horcajo Medianero
37163;Hoya, La
37164;Huerta
37165;Iruelos
37166;Ituero de Azaba
37167;Juzbado
37168;Lagunilla
37169;Larrodrigo
37170;Ledesma
37171;Ledrada
37172;Linares de Riofrío
37173;Lumbrales
37175;Machacón
37174;Macotera
37176;Madroñal
37177;Maíllo, El
37178;Malpartida
37179;Mancera de Abajo
37180;Manzano, El
37181;Martiago
37183;Martín de Yeltes
37182;Martinamor
37184;Masueco
37186;Mata de Ledesma, La
37187;Matilla de los Caños del Río
37188;Maya, La
37189;Membribe de la Sierra
37190;Mieza
37191;Milano, El
37192;Miranda de Azán
37193;Miranda del Castañar
37194;Mogarraz
37195;Molinillo
37196;Monforte de la Sierra
37197;Monleón
37198;Monleras
37199;Monsagro
37200;Montejo
37201;Montemayor del Río
37202;Monterrubio de Armuña
37203;Monterrubio de la Sierra
37204;Morasverdes
37205;Morille
37206;Moríñigo
37207;Moriscos
37208;Moronta
37209;Mozárbez
37211;Narros de Matalayegua
37213;Nava de Béjar
37214;Nava de Francia
37215;Nava de Sotrobal
37212;Navacarros
37216;Navales
37217;Navalmoral de Béjar
37218;Navamorales
37219;Navarredonda de la Rinconada
37221;Navasfrías
37222;Negrilla de Palencia
37223;Olmedo de Camaces
37224;Orbada, La
37225;Pajares de la Laguna
37226;Palacios del Arzobispo
37228;Palaciosrubios
37229;Palencia de Negrilla
37230;Parada de Arriba
37231;Parada de Rubiales
37232;Paradinas de San Juan
37233;Pastores
37234;Payo, El
37235;Pedraza de Alba
37236;Pedrosillo de Alba
37237;Pedrosillo de los Aires
37238;Pedrosillo el Ralo
37239;Pedroso de la Armuña, El
37240;Pelabravo
37241;Pelarrodríguez
37242;Pelayos
37243;Peña, La
37244;Peñacaballera
37245;Peñaparda
37246;Peñaranda de Bracamonte
37247;Peñarandilla
37248;Peralejos de Abajo
37249;Peralejos de Arriba
37250;Pereña de la Ribera
37251;Peromingo
37252;Pinedas
37253;Pino de Tormes, El
37254;Pitiegua
37255;Pizarral
37256;Poveda de las Cintas
37257;Pozos de Hinojo
37258;Puebla de Azaba
37259;Puebla de San Medel
37260;Puebla de Yeltes
37261;Puente del Congosto
37262;Puertas
37263;Puerto de Béjar
37264;Puerto Seguro
37265;Rágama
37266;Redonda, La
37267;Retortillo
37268;Rinconada de la Sierra, La
37269;Robleda
37270;Robliza de Cojos
37271;Rollán
37272;Saelices el Chico
37273;Sagrada, La
37303;Sahugo, El
37274;Salamanca
37275;Saldeana
37276;Salmoral
37277;Salvatierra de Tormes
37278;San Cristóbal de la Cuesta
37284;San Esteban de la Sierra
37285;San Felices de los Gallegos
37286;San Martín del Castañar
37287;San Miguel de Valero
37036;San Miguel del Robledo
37288;San Morales
37289;San Muñoz
37291;San Pedro de Rozados
37290;San Pedro del Valle
37292;San Pelayo de Guareña
37280;Sanchón de la Ribera
37281;Sanchón de la Sagrada
37282;Sanchotello
37279;Sancti-Spíritus
37283;Sando
37293;Santa María de Sando
37294;Santa Marta de Tormes
37296;Santiago de la Puebla
37297;Santibáñez de Béjar
37298;Santibáñez de la Sierra
37299;Santiz
37300;Santos, Los
37301;Sardón de los Frailes
37302;Saucelle
37304;Sepulcro-Hilario
37305;Sequeros
37306;Serradilla del Arroyo
37307;Serradilla del Llano
37309;Sierpe, La
37310;Sieteiglesias de Tormes
37311;Sobradillo
37312;Sorihuela
37313;Sotoserrano
37314;Tabera de Abajo
37315;Tala, La
37316;Tamames
37317;Tarazona de Guareña
37318;Tardáguila
37319;Tejado, El
37320;Tejeda y Segoyuela
37321;Tenebrón
37322;Terradillos
37323;Topas
37324;Tordillos
37325;Tornadizo, El
37327;Torresmenudas
37328;Trabanca
37329;Tremedal de Tormes
37330;Valdecarros
37331;Valdefuentes de Sangusín
37332;Valdehijaderos
37333;Valdelacasa
37334;Valdelageve
37335;Valdelosa
37336;Valdemierque
37337;Valderrodrigo
37338;Valdunciel
37339;Valero
37343;Vallejera de Riofrío
37340;Valsalabroso
37341;Valverde de Valdelacasa
37342;Valverdón
37344;Vecinos
37345;Vega de Tirados
37346;Veguillas, Las
37347;Vellés, La
37348;Ventosa del Río Almar
37349;Vídola, La
37351;Villaflores
37352;Villagonzalo de Tormes
37353;Villalba de los Llanos
37354;Villamayor
37355;Villanueva del Conde
37356;Villar de Argañán
37357;Villar de Ciervo
37358;Villar de Gallimazo
37359;Villar de la Yegua
37360;Villar de Peralonso
37361;Villar de Samaniego
37362;Villares de la Reina
37363;Villares de Yeltes
37364;Villarino de los Aires
37365;Villarmayor
37366;Villarmuerto
37367;Villasbuenas
37368;Villasdardo
37369;Villaseco de los Gamitos
37370;Villaseco de los Reyes
37371;Villasrubias
37372;Villaverde de Guareña
37373;Villavieja de Yeltes
37374;Villoria
37375;Villoruela
37350;Vilvestre
37376;Vitigudino
37377;Yecla de Yeltes
37378;Zamarra
37379;Zamayón
37380;Zarapicos
37381;Zarza de Pumareda, La
37382;Zorita de la Frontera
38001;Adeje
38002;Agulo
38003;Alajeró
38004;Arafo
38005;Arico
38006;Arona
38007;Barlovento
38008;Breña Alta
38009;Breña Baja
38010;Buenavista del Norte
38011;Candelaria
38012;Fasnia
38013;Frontera
38014;Fuencaliente de la Palma
38015;Garachico
38016;Garafía
38017;Granadilla de Abona
38018;Guancha, La
38019;Guía de Isora
38020;Güímar
38021;Hermigua
38022;Icod de los Vinos
38024;Llanos de Aridane, Los
38025;Matanza de Acentejo, La
38026;Orotava, La
38027;Paso, El
38901;Pinar de El Hierro, El
38028;Puerto de la Cruz
38029;Puntagorda
38030;Puntallana
38031;Realejos, Los
38032;Rosario, El
38033;San Andrés y Sauces
38023;San Cristóbal de La Laguna
38034;San Juan de la Rambla
38035;San Miguel de Abona
38036;San Sebastián de la Gomera
38037;Santa Cruz de la Palma
38038;Santa Cruz de Tenerife
38039;Santa Úrsula
38040;Santiago del Teide
38041;Sauzal, El
38042;Silos, Los
38043;Tacoronte
38044;Tanque, El
38045;Tazacorte
38046;Tegueste
38047;Tijarafe
38049;Valle Gran Rey
38050;Vallehermoso
38048;Valverde
38051;Victoria de Acentejo, La
38052;Vilaflor de Chasna
38053;Villa de Mazo
39001;Alfoz de Lloredo
39002;Ampuero
39003;Anievas
39004;Arenas de Iguña
39005;Argoños
39006;Arnuero
39007;Arredondo
39008;Astillero, El
39009;Bárcena de Cicero
39010;Bárcena de Pie de Concha
39011;Bareyo
39012;Cabezón de la Sal
39013;Cabezón de Liébana
39014;Cabuérniga
39015;Camaleño
39016;Camargo
39027;Campoo de Enmedio
39017;Campoo de Yuso
39018;Cartes
39019;Castañeda
39020;Castro-Urdiales
39021;Cieza
39022;Cillorigo de Liébana
39023;Colindres
39024;Comillas
39025;Corrales de Buelna, Los
39026;Corvera de Toranzo
39028;Entrambasaguas
39029;Escalante
39030;Guriezo
39031;Hazas de Cesto
39032;Hermandad de Campoo de Suso
39033;Herrerías
39034;Lamasón
39035;Laredo
39036;Liendo
39037;Liérganes
39038;Limpias
39039;Luena
39040;Marina de Cudeyo
39041;Mazcuerras
39042;Medio Cudeyo
39043;Meruelo
39044;Miengo
39045;Miera
39046;Molledo
39047;Noja
39048;Penagos
39049;Peñarrubia
39050;Pesaguero
39051;Pesquera
39052;Piélagos
39053;Polaciones
39054;Polanco
39055;Potes
39056;Puente Viesgo
39057;Ramales de la Victoria
39058;Rasines
39059;Reinosa
39060;Reocín
39061;Ribamontán al Mar
39062;Ribamontán al Monte
39063;Rionansa
39064;Riotuerto
39065;Rozas de Valdearroyo, Las
39066;Ruente
39067;Ruesga
39068;Ruiloba
39069;San Felices de Buelna
39070;San Miguel de Aguayo
39071;San Pedro del Romeral
39072;San Roque de Riomiera
39080;San Vicente de la Barquera
39073;Santa Cruz de Bezana
39074;Santa María de Cayón
39075;Santander
39076;Santillana del Mar
39077;Santiurde de Reinosa
39078;Santiurde de Toranzo
39079;Santoña
39081;Saro
39082;Selaya
39083;Soba
39084;Solórzano
39085;Suances
39086;Tojos, Los
39087;Torrelavega
39088;Tresviso
39089;Tudanca
39090;Udías
39095;Val de San Vicente
39091;Valdáliga
39092;Valdeolea
39093;Valdeprado del Río
39094;Valderredible
39101;Valle de Villaverde
39096;Vega de Liébana
39097;Vega de Pas
39098;Villacarriedo
39099;Villaescusa
39100;Villafufre
39102;Voto
40001;Abades
40002;Adrada de Pirón
40003;Adrados
40004;Aguilafuente
40005;Alconada de Maderuelo
40012;Aldea Real
40006;Aldealcorvo
40007;Aldealengua de Pedraza
40008;Aldealengua de Santa María
40009;Aldeanueva de la Serrezuela
40010;Aldeanueva del Codonal
40013;Aldeasoña
40014;Aldehorno
40015;Aldehuela del Codonal
40016;Aldeonte
40017;Anaya
40018;Añe
40019;Arahuetes
40020;Arcones
40021;Arevalillo de Cega
40022;Armuña
40024;Ayllón
40025;Barbolla
40026;Basardilla
40028;Bercial
40029;Bercimuel
40030;Bernardos
40031;Bernuy de Porreros
40032;Boceguillas
40033;Brieva
40034;Caballar
40035;Cabañas de Polendos
40036;Cabezuela
40037;Calabazas de Fuentidueña
40039;Campo de San Pedro
40040;Cantalejo
40041;Cantimpalos
40161;Carabias
40043;Carbonero el Mayor
40044;Carrascal del Río
40045;Casla
40046;Castillejo de Mesleón
40047;Castro de Fuentidueña
40048;Castrojimeno
40049;Castroserna de Abajo
40051;Castroserracín
40052;Cedillo de la Torre
40053;Cerezo de Abajo
40054;Cerezo de Arriba
40065;Chañe
40055;Cilleruelo de San Mamés
40056;Cobos de Fuentidueña
40057;Coca
40058;Codorniz
40059;Collado Hermoso
40060;Condado de Castilnovo
40061;Corral de Ayllón
40902;Cozuelos de Fuentidueña
40062;Cubillo
40063;Cuéllar
40905;Cuevas de Provanco
40068;Domingo García
40069;Donhierro
40070;Duruelo
40071;Encinas
40072;Encinillas
40073;Escalona del Prado
40074;Escarabajosa de Cabezas
40075;Escobar de Polendos
40076;Espinar, El
40077;Espirdo
40078;Fresneda de Cuéllar
40079;Fresno de Cantespino
40080;Fresno de la Fuente
40081;Frumales
40082;Fuente de Santa Cruz
40083;Fuente el Olmo de Fuentidueña
40084;Fuente el Olmo de Íscar
40086;Fuentepelayo
40087;Fuentepiñel
40088;Fuenterrebollo
40089;Fuentesaúco de Fuentidueña
40091;Fuentesoto
40092;Fuentidueña
40093;Gallegos
40094;Garcillán
40095;Gomezserracín
40097;Grajera
40099;Honrubia de la Cuesta
40100;Hontalbilla
40101;Hontanares de Eresma
40103;Huertos, Los
40104;Ituero y Lama
40105;Juarros de Riomoros
40106;Juarros de Voltoya
40107;Labajos
40108;Laguna de Contreras
40109;Languilla
40110;Lastras de Cuéllar
40111;Lastras del Pozo
40112;Lastrilla, La
40113;Losa, La
40115;Maderuelo
40903;Marazoleja
40118;Marazuela
40119;Martín Miguel
40120;Martín Muñoz de la Dehesa
40121;Martín Muñoz de las Posadas
40122;Marugán
40124;Mata de Cuéllar
40123;Matabuena
40125;Matilla, La
40126;Melque de Cercos
40127;Membibre de la Hoz
40128;Migueláñez
40129;Montejo de Arévalo
40130;Montejo de la Vega de la Serrezuela
40131;Monterrubio
40132;Moral de Hornuez
40134;Mozoncillo
40135;Muñopedro
40136;Muñoveros
40138;Nava de la Asunción
40139;Navafría
40140;Navalilla
40141;Navalmanzano
40142;Navares de Ayuso
40143;Navares de Enmedio
40144;Navares de las Cuevas
40145;Navas de Oro
40904;Navas de Riofrío
40146;Navas de San Antonio
40148;Nieva
40149;Olombrada
40150;Orejana
40151;Ortigosa de Pestaño
40901;Ortigosa del Monte
40152;Otero de Herreros
40154;Pajarejos
40155;Palazuelos de Eresma
40156;Pedraza
40157;Pelayos del Arroyo
40158;Perosillo
40159;Pinarejos
40160;Pinarnegrillo
40162;Prádena
40163;Puebla de Pedraza
40164;Rapariegos
40181;Real Sitio de San Ildefonso
40165;Rebollo
40166;Remondo
40168;Riaguas de San Bartolomé
40170;Riaza
40171;Ribota
40172;Riofrío de Riaza
40173;Roda de Eresma
40174;Sacramenia
40176;Samboal
40177;San Cristóbal de Cuéllar
40178;San Cristóbal de la Vega
40906;San Cristóbal de Segovia
40182;San Martín y Mudrián
40183;San Miguel de Bernuy
40184;San Pedro de Gaíllos
40179;Sanchonuño
40180;Sangarcía
40185;Santa María la Real de Nieva
40186;Santa Marta del Cerro
40188;Santiuste de Pedraza
40189;Santiuste de San Juan Bautista
40190;Santo Domingo de Pirón
40191;Santo Tomé del Puerto
40192;Sauquillo de Cabezas
40193;Sebúlcor
40194;Segovia
40195;Sepúlveda
40196;Sequera de Fresno
40198;Sotillo
40199;Sotosalbos
40200;Tabanera la Luenga
40201;Tolocirio
40206;Torre Val de San Pedro
40202;Torreadrada
40203;Torrecaballeros
40204;Torrecilla del Pinar
40205;Torreiglesias
40207;Trescasas
40208;Turégano
40210;Urueñas
40211;Valdeprados
40212;Valdevacas de Montejo
40213;Valdevacas y Guijar
40218;Valle de Tabladillo
40219;Vallelado
40220;Valleruela de Pedraza
40221;Valleruela de Sepúlveda
40214;Valseca
40215;Valtiendas
40216;Valverde del Majano
40222;Veganzones
40223;Vegas de Matute
40224;Ventosilla y Tejadilla
40225;Villacastín
40228;Villaverde de Íscar
40229;Villaverde de Montejo
40230;Villeguillo
40231;Yanguas de Eresma
40233;Zarzuela del Monte
40234;Zarzuela del Pinar
41001;Aguadulce
41002;Alanís
41003;Albaida del Aljarafe
41004;Alcalá de Guadaíra
41005;Alcalá del Río
41006;Alcolea del Río
41007;Algaba, La
41008;Algámitas
41009;Almadén de la Plata
41010;Almensilla
41011;Arahal
41012;Aznalcázar
41013;Aznalcóllar
41014;Badolatosa
41015;Benacazón
41016;Bollullos de la Mitación
41017;Bormujos
41018;Brenes
41019;Burguillos
41020;Cabezas de San Juan, Las
41021;Camas
41022;Campana, La
41023;Cantillana
41901;Cañada Rosal
41024;Carmona
41025;Carrión de los Céspedes
41026;Casariche
41027;Castilblanco de los Arroyos
41028;Castilleja de Guzmán
41029;Castilleja de la Cuesta
41030;Castilleja del Campo
41031;Castillo de las Guardas, El
41032;Cazalla de la Sierra
41033;Constantina
41034;Coria del Río
41035;Coripe
41036;Coronil, El
41037;Corrales, Los
41903;Cuervo de Sevilla, El
41038;Dos Hermanas
41039;Écija
41040;Espartinas
41041;Estepa
41042;Fuentes de Andalucía
41043;Garrobo, El
41044;Gelves
41045;Gerena
41046;Gilena
41047;Gines
41048;Guadalcanal
41049;Guillena
41050;Herrera
41051;Huévar del Aljarafe
41902;Isla Mayor
41052;Lantejuela
41053;Lebrija
41054;Lora de Estepa
41055;Lora del Río
41056;Luisiana, La
41057;Madroño, El
41058;Mairena del Alcor
41059;Mairena del Aljarafe
41060;Marchena
41061;Marinaleda
41062;Martín de la Jara
41063;Molares, Los
41064;Montellano
41065;Morón de la Frontera
41066;Navas de la Concepción, Las
41067;Olivares
41068;Osuna
41069;Palacios y Villafranca, Los
41904;Palmar de Troya, El
41070;Palomares del Río
41071;Paradas
41072;Pedrera
41073;Pedroso, El
41074;Peñaflor
41075;Pilas
41076;Pruna
41077;Puebla de Cazalla, La
41078;Puebla de los Infantes, La
41079;Puebla del Río, La
41080;Real de la Jara, El
41081;Rinconada, La
41082;Roda de Andalucía, La
41083;Ronquillo, El
41084;Rubio, El
41085;Salteras
41086;San Juan de Aznalfarache
41088;San Nicolás del Puerto
41087;Sanlúcar la Mayor
41089;Santiponce
41090;Saucejo, El
41091;Sevilla
41092;Tocina
41093;Tomares
41094;Umbrete
41095;Utrera
41096;Valencina de la Concepción
41097;Villamanrique de la Condesa
41100;Villanueva de San Juan
41098;Villanueva del Ariscal
41099;Villanueva del Río y Minas
41101;Villaverde del Río
41102;Viso del Alcor, El
42001;Abejar
42003;Adradas
42004;Ágreda
42006;Alconaba
42007;Alcubilla de Avellaneda
42008;Alcubilla de las Peñas
42009;Aldealafuente
42010;Aldealices
42011;Aldealpozo
42012;Aldealseñor
42013;Aldehuela de Periáñez
42014;Aldehuelas, Las
42015;Alentisque
42016;Aliud
42017;Almajano
42018;Almaluez
42019;Almarza
42020;Almazán
42021;Almazul
42022;Almenar de Soria
42023;Alpanseque
42024;Arancón
42025;Arcos de Jalón
42026;Arenillas
42027;Arévalo de la Sierra
42028;Ausejo de la Sierra
42029;Baraona
42030;Barca
42031;Barcones
42032;Bayubas de Abajo
42033;Bayubas de Arriba
42034;Beratón
42035;Berlanga de Duero
42036;Blacos
42037;Bliecos
42038;Borjabad
42039;Borobia
42041;Buberos
42042;Buitrago
42043;Burgo de Osma-Ciudad de Osma
42044;Cabrejas del Campo
42045;Cabrejas del Pinar
42046;Calatañazor
42048;Caltojar
42049;Candilichera
42050;Cañamaque
42051;Carabantes
42052;Caracena
42053;Carrascosa de Abajo
42054;Carrascosa de la Sierra
42055;Casarejos
42056;Castilfrío de la Sierra
42058;Castillejo de Robledo
42057;Castilruiz
42059;Centenera de Andaluz
42060;Cerbón
42061;Cidones
42062;Cigudosa
42063;Cihuela
42064;Ciria
42065;Cirujales del Río
42068;Coscurita
42069;Covaleda
42070;Cubilla
42071;Cubo de la Solana
42073;Cueva de Ágreda
42075;Dévanos
42076;Deza
42078;Duruelo de la Sierra
42079;Escobosa de Almazán
42080;Espeja de San Marcelino
42081;Espejón
42082;Estepa de San Juan
42083;Frechilla de Almazán
42084;Fresno de Caracena
42085;Fuentearmegil
42086;Fuentecambrón
42087;Fuentecantos
42088;Fuentelmonge
42089;Fuentelsaz de Soria
42090;Fuentepinilla
42092;Fuentes de Magaña
42093;Fuentestrún
42094;Garray
42095;Golmayo
42096;Gómara
42097;Gormaz
42098;Herrera de Soria
42100;Hinojosa del Campo
42103;Langa de Duero
42105;Liceras
42106;Losilla, La
42107;Magaña
42108;Maján
42110;Matalebreras
42111;Matamala de Almazán
42113;Medinaceli
42115;Miño de Medinaceli
42116;Miño de San Esteban
42117;Molinos de Duero
42118;Momblona
42119;Monteagudo de las Vicarías
42120;Montejo de Tiermes
42121;Montenegro de Cameros
42123;Morón de Almazán
42124;Muriel de la Fuente
42125;Muriel Viejo
42127;Nafría de Ucero
42128;Narros
42129;Navaleno
42130;Nepas
42131;Nolay
42132;Noviercas
42134;Ólvega
42135;Oncala
42139;Pinilla del Campo
42140;Portillo de Soria
42141;Póveda de Soria, La
42142;Pozalmuro
42144;Quintana Redonda
42145;Quintanas de Gormaz
42148;Quiñonería
42149;Rábanos, Los
42151;Rebollar
42152;Recuerda
42153;Rello
42154;Renieblas
42155;Retortillo de Soria
42156;Reznos
42157;Riba de Escalote, La
42158;Rioseco de Soria
42159;Rollamienta
42160;Royo, El
42161;Salduero
42162;San Esteban de Gormaz
42163;San Felices
42164;San Leonardo de Yagüe
42165;San Pedro Manrique
42166;Santa Cruz de Yanguas
42167;Santa María de Huerta
42168;Santa María de las Hoyas
42171;Serón de Nágima
42172;Soliedra
42173;Soria
